speed,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
10-24,24.8679999997839,alive,airbag,belted,1,m,28,2001,2001,deploy,pass,1,0
25-39,5.18699999997625,alive,airbag,none,1,f,36,2001,1996,deploy,driver,1,3
25-39,5.18699999997625,alive,airbag,none,1,m,30,2001,1996,deploy,pass,1,3
10-24,5.18699999997625,alive,none,belted,1,m,23,2001,1988,unavail,driver,0,0
25-39,5.18699999997625,alive,none,belted,1,f,83,2001,1988,unavail,driver,0,3
25-39,59.9849999998696,alive,airbag,belted,1,f,19,2001,1999,deploy,driver,1,2
1-9km/h,59.9849999998696,alive,none,belted,1,m,19,2001,1990,unavail,driver,0,0
55+,6.26899999997113,alive,airbag,none,0,m,21,2001,2000,nodeploy,driver,0,3
55+,6.26899999997113,dead,airbag,belted,0,m,19,2001,2000,nodeploy,pass,0,4
10-24,123.148999999277,alive,airbag,belted,1,m,19,2001,1998,deploy,driver,1,0
10-24,123.148999999277,alive,airbag,belted,1,f,19,2001,1998,deploy,pass,1,1
10-24,123.148999999277,alive,none,belted,0,m,36,2001,1985,unavail,driver,0,2
10-24,123.148999999277,alive,none,belted,0,f,33,2001,1985,unavail,pass,0,1
25-39,17.0809999997728,alive,airbag,belted,1,f,68,2001,1994,deploy,driver,1,2
10-24,17.0809999997728,alive,airbag,belted,0,m,26,2001,1999,nodeploy,driver,0,1
10-24,132.931999998167,alive,airbag,belted,1,f,24,2001,1995,nodeploy,driver,0,0
25-39,5.18699999997625,alive,none,belted,1,m,41,2001,1990,unavail,driver,0,3
10-24,714.72499999404,alive,airbag,belted,0,m,42,2001,2000,nodeploy,driver,0,0
10-24,14.5929999999935,alive,airbag,belted,1,m,41,2001,1989,deploy,driver,1,0
10-24,14.5929999999935,alive,none,belted,1,f,33,2001,1989,unavail,pass,0,3
10-24,411.199999999255,alive,airbag,belted,1,f,38,2001,1991,nodeploy,driver,0,1
25-39,6.72599999996601,alive,none,belted,1,m,21,2001,1988,unavail,driver,0,0
25-39,6.39699999999721,alive,airbag,belted,1,f,47,2001,1990,deploy,driver,1,3
40-54,6.39699999999721,alive,none,belted,0,f,20,2001,1987,unavail,driver,0,1
1-9km/h,607.315999999642,alive,airbag,belted,1,m,33,2001,1991,nodeploy,driver,0,0
10-24,103.848999999464,alive,airbag,belted,0,m,29,2001,2000,nodeploy,driver,0,0
10-24,103.848999999464,alive,airbag,belted,0,m,40,2001,1999,nodeploy,driver,0,0
10-24,71.1269999993965,alive,none,belted,0,f,24,2001,1987,unavail,driver,0,1
55+,70.6759999999776,alive,airbag,none,0,m,18,2002,2000,nodeploy,driver,0,1
55+,70.6759999999776,alive,airbag,belted,0,m,19,2002,2000,nodeploy,pass,0,3
10-24,27.7509999999311,alive,airbag,belted,1,m,24,2002,1997,deploy,driver,1,1
10-24,27.7509999999311,alive,airbag,belted,1,f,21,2002,1997,deploy,pass,1,1
10-24,27.7509999999311,alive,airbag,belted,0,m,49,2002,1997,nodeploy,driver,0,0
10-24,27.7509999999311,alive,airbag,belted,0,m,26,2002,1997,nodeploy,pass,0,0
10-24,74.1749999998137,alive,none,belted,0,m,57,2002,1993,unavail,driver,0,2
25-39,74.1749999998137,alive,airbag,none,1,m,36,2002,2001,deploy,driver,1,3
10-24,302.38599999994,alive,none,belted,0,m,50,2002,1994,unavail,driver,0,2
10-24,302.38599999994,alive,none,belted,1,m,39,2002,1987,unavail,driver,0,1
25-39,47.0329999998212,alive,none,belted,0,m,26,2002,1990,unavail,driver,0,3
25-39,69.6619999995455,alive,none,belted,1,f,37,2002,1993,unavail,driver,0,3
40-54,37.808999999892,dead,none,belted,0,m,17,2002,1992,unavail,driver,0,4
10-24,144.211999999359,alive,airbag,belted,0,f,43,2002,1999,nodeploy,driver,0,1
40-54,299.31099999696,alive,none,none,1,m,17,2002,1983,unavail,driver,0,2
40-54,299.31099999696,alive,none,belted,1,m,17,2002,1983,unavail,pass,0,3
10-24,444.669999998063,alive,airbag,belted,0,f,46,2002,2001,nodeploy,driver,0,1
25-39,68.8479999992996,alive,airbag,belted,0,f,41,2002,2001,nodeploy,driver,0,1
25-39,68.8479999992996,alive,airbag,belted,1,m,23,2002,2001,deploy,driver,1,1
10-24,288.743999999017,alive,airbag,belted,1,f,35,2002,2002,nodeploy,driver,0,1
10-24,1911.96499998868,alive,airbag,belted,1,m,59,2002,2001,deploy,driver,1,1
40-54,68.8129999991506,dead,airbag,belted,0,m,19,2002,1997,nodeploy,driver,0,4
10-24,320.291999999434,alive,airbag,belted,1,m,65,2002,2001,deploy,driver,1,1
10-24,320.291999999434,alive,airbag,belted,1,m,70,2002,2001,deploy,pass,1,2
55+,80.609999999404,alive,airbag,belted,1,m,50,2002,1995,deploy,driver,1,3
55+,80.609999999404,alive,airbag,belted,1,m,37,2002,1995,deploy,pass,1,1
55+,56.7929999995977,alive,none,belted,1,f,21,2002,1991,unavail,driver,0,3
25-39,63.6779999998398,alive,airbag,belted,1,m,30,2002,2002,deploy,driver,1,3
25-39,367.551999997348,alive,none,belted,1,m,18,2002,1992,unavail,driver,0,5
10-24,367.551999997348,alive,none,belted,0,m,19,2002,1992,unavail,driver,0,1
10-24,6649.38999998569,alive,airbag,belted,1,m,38,2002,2000,nodeploy,driver,0,0
10-24,80.651999999769,alive,airbag,belted,1,f,34,2002,2001,deploy,driver,1,1
25-39,195.240999998525,alive,airbag,belted,1,f,22,2002,1995,deploy,driver,1,1
10-24,462.542999997735,alive,airbag,belted,1,f,54,2002,1994,nodeploy,driver,0,1
10-24,462.542999997735,alive,airbag,none,1,m,86,2002,1994,nodeploy,pass,0,2
25-39,1950.22499999404,alive,airbag,belted,1,m,27,2002,1992,nodeploy,driver,0,0
10-24,144.941999999806,alive,airbag,none,0,f,21,2002,2002,nodeploy,driver,0,1
10-24,81.4829999990761,alive,none,belted,1,m,37,2002,1993,unavail,driver,0,0
1-9km/h,81.4829999990761,alive,airbag,belted,0,m,37,2002,2002,nodeploy,driver,0,1
1-9km/h,81.4829999990761,alive,airbag,belted,0,m,35,2002,2002,nodeploy,pass,0,1
10-24,197.251999998465,alive,none,belted,1,m,19,2002,1987,unavail,driver,0,0
10-24,197.251999998465,alive,none,belted,1,m,19,2002,1987,unavail,pass,0,0
25-39,668.812999993563,alive,none,belted,1,f,19,2002,1988,unavail,driver,0,0
25-39,82.5219999998808,alive,airbag,belted,1,f,29,2002,1999,deploy,driver,1,1
25-39,82.5219999998808,alive,airbag,belted,1,m,22,2002,1998,deploy,driver,1,2
25-39,82.5219999998808,alive,airbag,belted,1,m,25,2002,1998,deploy,pass,1,1
40-54,82.5219999998808,alive,none,belted,1,m,19,2002,1991,unavail,driver,0,3
25-39,82.5219999998808,alive,none,belted,1,f,47,2002,1984,unavail,driver,0,2
25-39,317.79999999702,alive,airbag,belted,1,m,51,2002,2000,deploy,driver,1,1
25-39,317.79999999702,alive,airbag,belted,1,f,48,2002,2000,deploy,pass,1,1
10-24,317.79999999702,alive,airbag,belted,1,f,34,2002,1995,deploy,driver,1,1
10-24,465.861999999732,alive,airbag,belted,0,f,38,2002,1992,nodeploy,driver,0,1
10-24,227.780999999493,alive,airbag,belted,1,m,27,2002,1997,deploy,driver,1,2
25-39,772.32499999553,alive,airbag,belted,1,f,17,2002,1991,deploy,driver,1,2
25-39,772.32499999553,alive,none,belted,1,m,28,2002,1988,unavail,driver,0,0
25-39,772.32499999553,alive,none,belted,1,f,31,2002,1988,unavail,pass,0,0
55+,36.7909999997355,alive,none,belted,1,f,25,2002,1988,unavail,driver,0,2
55+,36.7909999997355,alive,none,none,1,m,24,2002,1988,unavail,pass,0,3
10-24,101.216999999247,alive,airbag,belted,1,f,40,2002,1997,nodeploy,driver,0,3
55+,39.1939999996684,dead,none,none,0,f,48,2002,1987,unavail,driver,0,4
40-54,145.872999999672,alive,airbag,belted,1,f,37,2002,1998,deploy,driver,1,1
25-39,145.872999999672,alive,airbag,belted,1,m,42,2002,1999,deploy,driver,1,1
10-24,152.657999999821,alive,airbag,belted,0,m,32,2002,1996,nodeploy,driver,0,1
10-24,152.657999999821,alive,airbag,belted,0,f,30,2002,1996,nodeploy,pass,0,0
25-39,152.657999999821,alive,none,none,1,m,72,2002,1986,unavail,driver,0,2
10-24,517.61099999398,alive,airbag,belted,0,m,32,2002,1996,deploy,driver,1,0
25-39,75.9809999996796,alive,airbag,belted,0,m,35,2002,1998,nodeploy,driver,0,3
10-24,75.9809999996796,alive,none,belted,1,f,40,2002,1994,unavail,driver,0,0
10-24,75.9809999996796,alive,none,none,1,f,45,2002,1994,unavail,pass,0,1
10-24,44.2519999998622,alive,airbag,belted,1,f,25,2002,1997,nodeploy,driver,0,3
10-24,44.2519999998622,alive,airbag,belted,1,f,22,2002,1997,nodeploy,pass,0,0
10-24,515.813999995589,alive,none,belted,1,f,44,2002,1986,unavail,driver,0,1
40-54,37.808999999892,dead,airbag,belted,0,m,44,2002,1996,deploy,driver,1,4
10-24,35.8449999997392,alive,airbag,belted,0,f,50,2002,2001,nodeploy,driver,0,0
10-24,35.8449999997392,alive,airbag,belted,0,f,41,2002,2001,nodeploy,pass,0,0
10-24,35.8449999997392,alive,airbag,belted,1,f,27,2002,1996,deploy,driver,1,1
10-24,35.8449999997392,alive,none,belted,1,f,26,2002,1996,unavail,pass,0,1
40-54,37.808999999892,dead,airbag,belted,0,f,57,2002,2001,nodeploy,driver,0,4
10-24,70.7049999991432,alive,airbag,belted,1,f,17,2002,1998,deploy,driver,1,2
10-24,70.7049999991432,alive,airbag,belted,1,m,18,2002,1998,deploy,pass,1,3
10-24,824.147999994457,alive,none,none,1,f,46,2002,1989,unavail,driver,0,1
10-24,824.147999994457,alive,none,none,1,m,32,2002,1989,unavail,pass,0,1
10-24,39.1939999996684,alive,airbag,belted,1,f,31,2002,1994,deploy,driver,1,1
10-24,39.1939999996684,alive,airbag,belted,0,m,45,2002,1998,deploy,driver,1,3
10-24,39.1939999996684,alive,airbag,belted,0,m,43,2002,1998,deploy,pass,1,1
25-39,39.1939999996684,alive,airbag,belted,0,f,21,2002,1993,nodeploy,driver,0,1
25-39,39.1939999996684,alive,none,belted,1,m,19,2002,1991,unavail,driver,0,1
25-39,39.1939999996684,alive,none,belted,1,f,20,2002,1991,unavail,pass,0,1
25-39,160.803999999538,alive,none,belted,1,f,45,2002,1991,unavail,driver,0,1
10-24,278.588999997824,alive,airbag,belted,1,f,51,2002,2000,nodeploy,driver,0,0
10-24,278.588999997824,alive,airbag,belted,0,m,68,2002,1998,nodeploy,driver,0,0
10-24,115.80999999959,alive,none,none,1,m,41,2002,1987,unavail,driver,0,3
10-24,115.80999999959,alive,airbag,belted,1,m,59,2002,2002,nodeploy,driver,0,3
10-24,767.667999997735,alive,airbag,belted,1,f,43,2002,2000,nodeploy,driver,0,1
25-39,34.9839999997057,alive,airbag,none,0,f,22,2002,1994,nodeploy,driver,0,3
10-24,407.777999997139,alive,airbag,belted,1,f,18,2002,1996,nodeploy,driver,0,0
10-24,407.777999997139,alive,airbag,belted,1,f,17,2002,1996,nodeploy,pass,0,0
10-24,407.777999997139,alive,airbag,belted,0,f,48,2002,1998,nodeploy,driver,0,1
10-24,1382.63499999046,alive,airbag,none,1,f,17,2002,1996,nodeploy,driver,0,0
40-54,39.1939999996684,alive,airbag,belted,0,f,22,2002,1995,deploy,driver,1,2
40-54,39.1939999996684,alive,airbag,none,0,m,20,2002,1995,deploy,pass,1,3
10-24,15789.3399999142,alive,airbag,belted,0,f,32,2002,1997,nodeploy,driver,0,0
10-24,124.815999999642,alive,none,belted,0,f,32,2002,1991,unavail,driver,0,1
10-24,216.239999998361,alive,airbag,none,1,m,49,2002,2002,nodeploy,driver,0,0
10-24,423.207999996841,alive,airbag,belted,1,f,19,2002,1995,nodeploy,driver,0,0
10-24,423.207999996841,alive,airbag,belted,0,f,26,2002,1997,nodeploy,driver,0,0
10-24,34.9879999998957,alive,none,belted,1,f,56,2002,1994,unavail,driver,0,1
25-39,34.9879999998957,alive,airbag,none,1,m,61,2002,1999,deploy,driver,1,3
25-39,336.297999996692,alive,airbag,belted,0,f,39,2002,2002,nodeploy,driver,0,1
10-24,336.297999996692,alive,airbag,belted,1,f,62,2002,1991,deploy,driver,1,1
25-39,1410.41599999368,alive,airbag,belted,1,m,17,2002,2001,deploy,driver,1,0
25-39,1410.41599999368,alive,airbag,belted,1,m,16,2002,2001,deploy,pass,1,0
25-39,39.1939999996684,alive,airbag,belted,0,f,20,2002,1997,nodeploy,driver,0,3
10-24,36.7909999997355,alive,none,belted,1,m,26,2002,1987,unavail,driver,0,3
10-24,36.7909999997355,alive,airbag,belted,1,f,27,2002,1994,deploy,driver,1,2
10-24,189.771999999881,alive,airbag,belted,0,f,80,2002,1995,nodeploy,driver,0,0
10-24,189.771999999881,alive,airbag,belted,1,f,75,2002,2001,deploy,driver,1,1
10-24,189.771999999881,alive,airbag,belted,1,m,67,2002,2001,deploy,pass,1,1
10-24,31.3529999998864,alive,airbag,belted,0,f,84,2002,1996,nodeploy,driver,0,0
10-24,31.3529999998864,alive,airbag,belted,1,m,89,2002,1999,deploy,driver,1,1
25-39,75.8979999991134,alive,airbag,belted,0,f,75,2002,1998,nodeploy,driver,0,0
25-39,75.8979999991134,alive,airbag,belted,0,m,79,2002,1998,nodeploy,pass,0,0
10-24,131.490999998525,alive,airbag,belted,0,m,28,2002,1997,deploy,driver,1,0
1-9km/h,131.490999998525,alive,airbag,belted,1,m,17,2002,2001,nodeploy,driver,0,0
40-54,34.9879999998957,alive,airbag,belted,1,m,48,2002,2002,deploy,driver,1,3
25-39,34.9879999998957,alive,airbag,none,1,m,25,2002,1997,deploy,driver,1,3
10-24,620.607999995351,alive,airbag,belted,1,f,39,2002,2001,nodeploy,driver,0,1
10-24,620.607999995351,alive,airbag,belted,1,f,43,2002,1996,deploy,driver,1,1
40-54,18.4879999998957,alive,none,none,1,m,37,2002,1988,unavail,driver,0,3
10-24,381.81799999997,alive,airbag,belted,0,f,21,2002,1995,nodeploy,driver,0,2
10-24,1294.61299999058,alive,airbag,belted,1,m,25,2002,1994,nodeploy,driver,0,0
10-24,75.2399999992922,dead,airbag,none,1,m,68,2002,2000,deploy,driver,1,4
10-24,336.74299999699,alive,airbag,belted,1,f,37,2002,2000,nodeploy,driver,0,2
10-24,336.74299999699,alive,airbag,belted,0,m,58,2002,2001,nodeploy,driver,0,0
10-24,336.74299999699,alive,airbag,belted,0,f,57,2002,2001,nodeploy,pass,0,1
10-24,336.74299999699,alive,airbag,belted,0,f,44,2002,1997,nodeploy,driver,0,0
10-24,41.5349999996834,alive,airbag,belted,1,m,53,2002,1992,deploy,driver,1,3
10-24,41.5349999996834,alive,airbag,belted,1,f,53,2002,1992,deploy,pass,1,1
10-24,41.5349999996834,alive,none,belted,1,f,28,2002,1992,unavail,driver,0,3
10-24,41.5349999996834,alive,none,none,0,m,44,2002,1989,unavail,driver,0,3
10-24,41.5349999996834,alive,none,belted,0,m,17,2002,1989,unavail,pass,0,2
10-24,41.5349999996834,alive,airbag,belted,1,m,17,2002,1999,nodeploy,driver,0,0
25-39,18.4879999998957,alive,airbag,none,1,f,54,2002,1994,deploy,driver,1,3
10-24,84.4819999998435,alive,none,none,1,m,33,2002,1988,unavail,driver,0,3
10-24,84.4819999998435,alive,none,none,1,m,59,2002,1988,unavail,pass,0,1
25-39,74.1749999998137,alive,airbag,belted,1,f,45,2002,2001,deploy,driver,1,3
25-39,74.1749999998137,alive,none,belted,1,f,54,2002,1989,unavail,driver,0,3
10-24,106.383999999613,alive,airbag,belted,1,m,31,2002,1999,nodeploy,driver,0,1
10-24,106.383999999613,alive,airbag,belted,1,f,55,2002,1999,nodeploy,pass,0,1
25-39,257.533999998122,alive,airbag,belted,0,f,18,2002,1997,deploy,driver,1,1
10-24,1100.10699999332,alive,airbag,belted,1,m,27,2002,1994,deploy,driver,1,0
10-24,1100.10699999332,alive,none,belted,1,m,66,2002,1987,unavail,driver,0,0
10-24,152.482999999076,alive,none,belted,1,f,24,2002,1989,unavail,driver,0,1
10-24,514.491999998689,alive,airbag,none,1,m,49,2002,1994,nodeploy,driver,0,NA
10-24,192.589999999851,alive,airbag,belted,0,m,51,2002,1992,nodeploy,driver,0,3
10-24,192.589999999851,alive,airbag,belted,1,m,26,2002,2001,nodeploy,driver,0,3
10-24,292.554999999702,alive,airbag,belted,1,f,47,2002,2001,nodeploy,driver,0,1
10-24,711.153999999166,alive,none,belted,0,m,49,2002,1988,unavail,driver,0,1
10-24,1522.8409999907,alive,airbag,belted,1,m,45,2002,1996,deploy,driver,1,0
10-24,1522.8409999907,alive,none,belted,1,m,37,2002,1987,unavail,driver,0,1
1-9km/h,192.806999998167,alive,airbag,none,1,m,32,2002,1992,nodeploy,driver,0,1
1-9km/h,192.806999998167,alive,airbag,none,1,m,39,2002,1992,nodeploy,pass,0,1
10-24,192.806999998167,alive,airbag,belted,0,m,25,2002,1996,nodeploy,driver,0,1
10-24,485.112999998033,alive,airbag,belted,0,m,65,2002,1994,deploy,driver,1,1
10-24,485.112999998033,alive,airbag,belted,1,m,48,2002,1999,deploy,driver,1,1
10-24,485.112999998033,alive,airbag,belted,1,f,41,2002,1999,deploy,pass,1,1
10-24,436.279999997467,alive,airbag,belted,1,f,43,2002,1999,deploy,driver,1,1
25-39,328.083999998868,alive,airbag,belted,0,f,40,2002,1995,deploy,driver,1,1
10-24,328.083999998868,alive,airbag,belted,1,f,47,2002,1997,deploy,driver,1,1
1-9km/h,122.412999999709,alive,airbag,belted,0,m,20,2002,1991,nodeploy,driver,0,2
1-9km/h,122.412999999709,alive,airbag,none,1,m,25,2002,1999,nodeploy,driver,0,1
10-24,316.294999998063,alive,airbag,belted,0,f,33,2002,1999,deploy,driver,1,0
10-24,316.294999998063,alive,none,belted,1,f,38,2002,1989,unavail,driver,0,0
25-39,70.5589999994263,alive,none,belted,0,m,45,2002,1990,unavail,driver,0,0
10-24,88.464999999851,alive,airbag,belted,1,m,23,2002,1999,deploy,driver,1,1
10-24,42.5009999996983,alive,airbag,belted,1,m,18,2002,1993,nodeploy,driver,0,0
10-24,42.5009999996983,alive,airbag,belted,1,m,29,2002,1993,nodeploy,driver,0,3
10-24,42.5009999996983,alive,airbag,belted,1,f,30,2002,1993,nodeploy,pass,0,2
10-24,204.900999998674,alive,none,belted,0,f,32,2002,1990,unavail,driver,0,1
10-24,204.900999998674,alive,none,belted,0,m,41,2002,1990,unavail,pass,0,1
25-39,58.3849999997765,alive,none,belted,1,m,29,2002,1989,unavail,driver,0,0
10-24,382.766999997199,alive,none,none,1,m,86,2002,1988,unavail,driver,0,1
25-39,263.909999996424,alive,airbag,belted,1,m,74,2002,1994,deploy,driver,1,1
25-39,263.909999996424,alive,airbag,belted,1,f,16,2002,1994,deploy,pass,1,1
25-39,45.5419999998994,alive,airbag,none,1,m,41,2002,2002,deploy,driver,1,3
25-39,45.5419999998994,alive,airbag,belted,0,m,32,2002,1998,nodeploy,driver,0,1
25-39,185.210999999195,alive,airbag,belted,1,f,50,2002,2002,deploy,driver,1,1
10-24,102.295999999158,alive,airbag,belted,1,m,26,2002,2002,deploy,driver,1,NA
10-24,102.295999999158,alive,airbag,belted,1,f,21,2002,2002,deploy,pass,1,NA
10-24,140.474999999627,alive,none,none,0,m,42,2002,1992,unavail,driver,0,0
10-24,63.4949999996461,alive,none,belted,0,m,48,2002,1992,unavail,driver,0,1
10-24,63.4949999996461,alive,none,belted,0,m,17,2002,1992,unavail,pass,0,1
25-39,73.0149999996647,alive,airbag,belted,1,m,57,2002,2001,deploy,driver,1,1
10-24,66.8539999993518,alive,airbag,none,1,m,23,2002,2003,deploy,driver,1,1
10-24,37.5679999999702,alive,airbag,belted,1,m,47,2002,2000,deploy,driver,1,1
10-24,37.5679999999702,alive,none,belted,0,f,27,2002,1992,unavail,driver,0,1
25-39,1090.07099999487,alive,none,belted,0,m,19,2002,1990,unavail,driver,0,0
10-24,1090.07099999487,alive,airbag,belted,1,m,54,2002,1999,nodeploy,driver,0,0
25-39,18.4809999999125,alive,airbag,belted,0,f,65,2002,1993,nodeploy,driver,0,3
25-39,18.4809999999125,alive,airbag,none,0,m,80,2002,1993,nodeploy,pass,0,2
10-24,18.4809999999125,alive,none,belted,1,m,17,2002,1994,unavail,driver,0,0
10-24,18.4809999999125,alive,none,none,1,m,37,2002,1994,unavail,pass,0,2
1-9km/h,901.167999997735,alive,none,none,1,m,38,2002,1986,unavail,driver,0,0
10-24,901.167999997735,alive,airbag,none,0,f,18,2002,2000,deploy,driver,1,0
10-24,8.8849999998929,alive,airbag,belted,0,m,34,2002,1995,deploy,driver,1,3
10-24,754.752999998629,alive,airbag,belted,1,f,65,2002,1995,nodeploy,driver,0,0
10-24,754.752999998629,alive,airbag,belted,0,f,62,2002,2000,nodeploy,driver,0,0
10-24,754.752999998629,alive,airbag,belted,0,f,62,2002,2000,nodeploy,pass,0,0
25-39,27.0789999999106,alive,airbag,belted,1,f,60,2002,2000,deploy,driver,1,0
25-39,27.0789999999106,alive,airbag,belted,1,m,62,2002,2000,deploy,pass,1,0
25-39,27.0789999999106,alive,none,belted,1,f,18,2002,1987,unavail,driver,0,3
10-24,315.63599999994,alive,none,belted,1,f,40,2002,1988,unavail,driver,0,0
10-24,315.63599999994,alive,airbag,belted,0,f,31,2002,1997,nodeploy,driver,0,1
25-39,24.7119999998249,alive,airbag,belted,1,f,48,2002,1998,deploy,driver,1,2
25-39,24.7119999998249,alive,airbag,belted,1,f,53,2002,2000,nodeploy,driver,0,3
10-24,24.7119999998249,alive,airbag,belted,1,m,49,2002,2002,nodeploy,driver,0,0
10-24,22.3349999999627,alive,airbag,none,1,m,30,2002,1999,deploy,driver,1,1
10-24,22.3349999999627,alive,airbag,none,1,f,27,2002,1999,deploy,pass,1,3
25-39,33.7029999997467,alive,airbag,belted,0,f,23,2002,2001,nodeploy,driver,0,3
25-39,33.7029999997467,alive,airbag,belted,0,m,24,2002,2001,nodeploy,pass,0,3
10-24,4926.84799998999,alive,none,belted,0,f,31,2002,1981,unavail,driver,0,0
10-24,166.502999998629,alive,none,belted,1,f,38,2002,1994,unavail,driver,0,1
10-24,1366.66499999166,alive,airbag,belted,0,m,20,2002,1997,nodeploy,driver,0,0
10-24,1163.36499999464,alive,airbag,belted,0,m,37,2002,1997,nodeploy,driver,0,1
10-24,1163.36499999464,alive,airbag,belted,0,f,75,2002,1997,nodeploy,pass,0,1
10-24,1163.36499999464,alive,airbag,belted,1,f,18,2002,1994,deploy,driver,1,0
10-24,8.8849999998929,alive,airbag,belted,1,f,80,2002,1995,deploy,driver,1,3
10-24,8.8849999998929,alive,airbag,belted,1,m,26,2002,1997,deploy,driver,1,0
25-39,1571.87599998713,alive,airbag,belted,1,m,28,2002,1998,nodeploy,driver,0,0
10-24,21.7229999999981,alive,airbag,belted,0,f,79,2002,2000,nodeploy,driver,0,1
10-24,21.7229999999981,alive,airbag,belted,0,m,78,2002,2000,nodeploy,pass,0,3
10-24,21.7229999999981,alive,none,belted,1,m,27,2002,1988,unavail,driver,0,2
10-24,393.974999997765,alive,airbag,none,1,m,20,2002,1996,deploy,driver,1,1
10-24,393.974999997765,alive,airbag,none,1,m,20,2002,1996,deploy,pass,1,1
10-24,1335.83199998736,alive,none,belted,0,f,17,2002,1994,unavail,driver,0,1
25-39,343.461999997497,alive,airbag,belted,1,m,68,2002,1999,deploy,driver,1,1
25-39,343.461999997497,alive,airbag,belted,1,f,64,2002,1999,deploy,pass,1,1
25-39,343.461999997497,alive,none,none,1,m,62,2002,1990,unavail,driver,0,3
40-54,18.1709999998566,alive,airbag,belted,0,m,36,2002,1999,deploy,driver,1,3
